business_address,business_city,business_id,business_latitude,business_location,business_longitude,business_name,business_phone_number,business_postal_code,business_state,full_adress,inspection_date,inspection_id,inspection_type,risk_category,violation_description,violation_id,inspection_score
3861 24th St,San Francisco,81342.0,0.0,,0.0,Sour Flour,14155501210.0,,CA,,04/14/2018 12:00:00 AM,81342_20180414,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,81342_20180414_103133,92.0
1735 Noriega St,San Francisco,80964.0,37.7538314,,-122.4823594,Sunset Reservoir Brewing Company,14155633493.0,94122,CA,1735 Noriega St San Francisco 94122 CA,02/20/2019 12:00:00 AM,80964_20190220,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,80964_20190220_103154,71.0
784 O'Farrell St,San Francisco,92477.0,37.78529520000001,,-122.41755056,Stop & Save Market,,94109,CA,784 O'Farrell St San Francisco 94109 CA,01/07/2019 12:00:00 AM,92477_20190107,Routine - Unscheduled,Low Risk,Improper food storage,92477_20190107_103139,94.0
1026 TARAVAL St,San Francisco,70929.0,37.743069244898,POINT (-122.477391 37.742998),-122.47712763265301,Linda's Deli,14155661446.0,94116,CA,1026 TARAVAL St San Francisco 94116 CA,06/18/2018 12:00:00 AM,70929_20180618,Routine - Unscheduled,Moderate Risk,Insufficient hot water or running water,70929_20180618_103129,96.0
401 Irving St,San Francisco,81704.0,37.7640977,,-122.4621735,Martha & Bros. Coffee Co,14155744662.0,94122,CA,401 Irving St San Francisco 94122 CA,10/12/2018 12:00:00 AM,81704_20181012,Routine - Unscheduled,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,81704_20181012_103116,85.0
4488 Mission St,San Francisco,253.0,37.725991875,POINT (-122.433906 37.725949),-122.433929125,Ann's Donut Coffee Shop,14155331761.0,94112,CA,4488 Mission St San Francisco 94112 CA,05/02/2019 12:00:00 AM,253_20190502,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,253_20190502_103144,94.0
"415 De Haro St., Unit 105",San Francisco,91979.0,0.0,,0.0,Milkbomb Ice Cream,,94107,CA,"415 De Haro St., Unit 105 San Francisco 94107 CA",03/27/2019 12:00:00 AM,91979_20190327,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,91979_20190327_103149,98.0
3250 19th Ave,San Francisco,94149.0,37.72947865,,-122.473437595921,Epicurean at Mercy High School,,94132,CA,3250 19th Ave San Francisco 94132 CA,09/20/2019 12:00:00 AM,94149_20190920,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,94149_20190920_103119,96.0
2801 GEARY Blvd,San Francisco,3586.0,37.782045000000004,POINT (-122.449171 37.782113),-122.44916529999999,The Pig & Whistle,,94118,CA,2801 GEARY Blvd San Francisco 94118 CA,08/05/2019 12:00:00 AM,3586_20190805,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,3586_20190805_103131,83.0
316 Clement St,San Francisco,1894.0,37.783159600000005,POINT (-122.462641 37.783048),-122.46266709999999,MAI'S VIETNAMESE RESTAURANT,,94118,CA,316 Clement St San Francisco 94118 CA,09/19/2018 12:00:00 AM,1894_20180919,Routine - Unscheduled,High Risk,Unclean or unsanitary food contact surfaces,1894_20180919_103109,93.0
033 WEST PORTAL Ave,San Francisco,1963.0,37.7404081893836,POINT (-122.466108 37.740456),-122.46607673906601,Spiazzo,14155669511.0,94127,CA,033 WEST PORTAL Ave San Francisco 94127 CA,09/24/2018 12:00:00 AM,1963_20180924,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,1963_20180924_103119,96.0
3339 STEINER St,San Francisco,3727.0,37.800212,POINT (-122.437834 37.800215),-122.437972,ACE WASABI'S ROCK N ROLL SUSHI,14155564903.0,94123,CA,3339 STEINER St San Francisco 94123 CA,03/20/2018 12:00:00 AM,3727_20180320,Routine - Unscheduled,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,3727_20180320_103116,88.0
1800 Hyde St,San Francisco,83524.0,37.7974628,,-122.41858540000001,The Soapbox Cafe,14155503357.0,94109,CA,1800 Hyde St San Francisco 94109 CA,02/28/2017 12:00:00 AM,83524_20170228,Routine - Unscheduled,,,,100.0
700 04th St,San Francisco,78663.0,0.0,,0.0,Tazza D'Amore Inc.,,94107,CA,700 04th St San Francisco 94107 CA,07/16/2019 12:00:00 AM,78663_20190716,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,78663_20190716_103144,94.0
3814 Noriega St,San Francisco,69528.0,37.753175899999995,,-122.504688102152,Toyose INC,14155233102.0,94122,CA,3814 Noriega St San Francisco 94122 CA,06/26/2019 12:00:00 AM,69528_20190626,Routine - Unscheduled,Low Risk,Improper food storage,69528_20190626_103139,98.0
335 Martin Luther King Jr. Dr,San Francisco,100055.0,0.0,,0.0,Twirl and Dip,14155300260.0,94118,CA,335 Martin Luther King Jr. Dr San Francisco 94118 CA,09/12/2019 12:00:00 AM,100055_20190912,Routine - Unscheduled,High Risk,Mobile food facility with unapproved operating conditions,100055_20190912_103172,82.0
428 11th,San Francisco,98305.0,0.0,,0.0,MoMo Noodle,14158891545.0,94103,CA,428 11th San Francisco 94103 CA,09/11/2019 12:00:00 AM,98305_20190911,Routine - Unscheduled,Low Risk,Other low risk violation,98305_20190911_103162,98.0
499 Monterey Blvd,San Francisco,70071.0,37.7313909,,-122.4464435,Monterey Deli,14155741225.0,94127,CA,499 Monterey Blvd San Francisco 94127 CA,07/30/2019 12:00:00 AM,70071_20190730,Routine - Unscheduled,Low Risk,No thermometers or uncalibrated thermometers,70071_20190730_103148,98.0
665 Bush St,San Francisco,36875.0,37.7900315,POINT (-122.408468 37.790184),-122.408339598192,Daffodil c/o Orchard Hotel,,94108,CA,665 Bush St San Francisco 94108 CA,06/04/2019 12:00:00 AM,36875_20190604,Routine - Unscheduled,Low Risk,Improper or defective plumbing,36875_20190604_103150,94.0
848 COLE St,San Francisco,1261.0,37.7661202,POINT (-122.449997 37.766097),-122.4498949,REVERIE COFFEE CAFE,14155240200.0,94117,CA,848 COLE St San Francisco 94117 CA,07/10/2019 12:00:00 AM,1261_20190710,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,1261_20190710_103131,96.0
2565 03rd St Unit#310,San Francisco,74245.0,0.0,,0.0,Foxtail Catering & Events,,94107,CA,2565 03rd St Unit#310 San Francisco 94107 CA,07/16/2018 12:00:00 AM,74245_20180716,Routine - Unscheduled,,,,100.0
735 07th Ave,San Francisco,3736.0,0.0,POINT (-122.464955 37.774758),0.0,SAFEWAY #2646,,94118,CA,735 07th Ave San Francisco 94118 CA,09/06/2019 12:00:00 AM,3736_20190906,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,3736_20190906_103144,92.0
3251 20th Ave P182,San Francisco,72159.0,0.0,,0.0,Peet's Coffee and Tea,14155218380.0,94132,CA,3251 20th Ave P182 San Francisco 94132 CA,07/31/2019 12:00:00 AM,72159_20190731,Routine - Unscheduled,,,,100.0
1801 Clement St,San Francisco,93947.0,37.7821654,,-122.4786199,Lokma,,94121,CA,1801 Clement St San Francisco 94121 CA,06/05/2019 12:00:00 AM,93947_20190605,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,93947_20190605_103124,92.0
Pier 41,San Francisco,68262.0,37.809474200000004,,-122.4118509,MV Scorpio,,94133,CA,Pier 41 San Francisco 94133 CA,02/01/2017 12:00:00 AM,68262_20170201,Routine - Unscheduled,,,,100.0
1360 9th Ave,San Francisco,87492.0,37.762903200000004,,-122.4661096,Nan king Road Bistro,14155752900.0,94122,CA,1360 9th Ave San Francisco 94122 CA,02/22/2018 12:00:00 AM,87492_20180222,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,87492_20180222_103156,90.0
2801 Taylor St,San Francisco,4535.0,37.808847,POINT (-122.413169 37.795202),-122.415954,GUARDINO'S SOUVENIR & GIFT SHOP,,94133,CA,2801 Taylor St San Francisco 94133 CA,06/07/2019 12:00:00 AM,4535_20190607,Routine - Unscheduled,,,,100.0
716 Jackson St,San Francisco,74522.0,37.79607539999999,,-122.4069128,Dick Lee Pastry,,94133,CA,716 Jackson St San Francisco 94133 CA,11/30/2017 12:00:00 AM,74522_20171130,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,74522_20171130_103149,92.0
1 Warriors Way Level 300 South,San Francisco,101100.0,0.0,,0.0,Bakesale Betty/La Corneta South 200,,94158,CA,1 Warriors Way Level 300 South San Francisco 94158 CA,09/06/2019 12:00:00 AM,101100_20190906,Routine - Unscheduled,,,,100.0
1830 HARRISON STREET,San Francisco,64308.0,37.7676960816326,POINT (-122.413384 37.767968),-122.413209244898,Goody Goodie Cream & Sugar,,94103,CA,1830 HARRISON STREET San Francisco 94103 CA,07/22/2019 12:00:00 AM,64308_20190722,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,64308_20190722_103102,93.0
683 Geary St,San Francisco,92174.0,37.7864825714286,,-122.414443571429,Bandit,,94102,CA,683 Geary St San Francisco 94102 CA,02/07/2019 12:00:00 AM,92174_20190207,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92174_20190207_103149,90.0
2663 Mission St,San Francisco,63169.0,37.7544633877551,POINT (-122.418616 37.754383),-122.41855012244899,Grand Coffee,,94110,CA,2663 Mission St San Francisco 94110 CA,07/08/2019 12:00:00 AM,63169_20190708,Routine - Unscheduled,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,63169_20190708_103116,92.0
856 COLE St,San Francisco,4828.0,37.7660495,POINT (-122.449976 37.766017),-122.4498886,SAY CHEESE,14155665020.0,94117,CA,856 COLE St San Francisco 94117 CA,06/12/2019 12:00:00 AM,4828_20190612,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,4828_20190612_103120,94.0
2030 Lombard St,San Francisco,87097.0,37.7991495,,-122.4419399,Pistos Tacos,,94123,CA,2030 Lombard St San Francisco 94123 CA,08/23/2018 12:00:00 AM,87097_20180823,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,87097_20180823_103156,98.0
1877 Stockton St,San Francisco,4634.0,37.802946877551,POINT (-122.409744 37.803103),-122.409795795918,Lombard Heights Market,,94133,CA,1877 Stockton St San Francisco 94133 CA,11/02/2017 12:00:00 AM,4634_20171102,Routine - Unscheduled,,,,100.0
5037 Geary Blvd,San Francisco,88063.0,37.781920899999996,,-122.4512024,Sichuan Home Inc,14155223288.0,94118,CA,5037 Geary Blvd San Francisco 94118 CA,09/24/2019 12:00:00 AM,88063_20190924,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,88063_20190924_103124,90.0
750 Font Blvd Bldg. A,San Francisco,38247.0,0.0,POINT (-122.483612 37.723054),0.0,Good To Go,,94132,CA,750 Font Blvd Bldg. A San Francisco 94132 CA,04/08/2019 12:00:00 AM,38247_20190408,Routine - Unscheduled,,,,100.0
2225 Irving St,San Francisco,538.0,37.7632314,POINT (-122.481809 37.763343),-122.4818733,Marnee Thai Restaurant,,94122,CA,2225 Irving St San Francisco 94122 CA,08/05/2019 12:00:00 AM,538_20190805,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,538_20190805_103131,94.0
5 Embarcadero Center,San Francisco,3519.0,0.0,POINT (-122.396457 37.794168),0.0,Eclipse Cafe,,94111,CA,5 Embarcadero Center San Francisco 94111 CA,03/08/2019 12:00:00 AM,3519_20190308,Routine - Unscheduled,,,,100.0
Ferry Plaza Pier,San Francisco,7675.0,0.0,POINT (-122.39303 37.794404),0.0,S & P Concessions-MS San Francisco,14155922000.0,94111,CA,Ferry Plaza Pier San Francisco 94111 CA,08/08/2019 12:00:00 AM,7675_20190808,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,7675_20190808_103124,92.0
3741 Geary Blvd,San Francisco,93549.0,37.781092408163296,,-122.45934451020399,General Tso Kitchen Inc,,94118,CA,3741 Geary Blvd San Francisco 94118 CA,06/05/2019 12:00:00 AM,93549_20190605,Routine - Unscheduled,Low Risk,Improper food storage,93549_20190605_103139,85.0
757 Monterey Blvd,San Francisco,38798.0,37.731370299999995,POINT (-122.45237 37.731503),-122.45237949999999,K's Kitchen,,94127,CA,757 Monterey Blvd San Francisco 94127 CA,09/05/2019 12:00:00 AM,38798_20190905,Routine - Unscheduled,,,,100.0
633 Battery St,San Francisco,33054.0,37.79729076,POINT (-122.400821 37.797076),-122.40089284,Jackson Place Cafe - Kiosk,,94111,CA,633 Battery St San Francisco 94111 CA,08/30/2019 12:00:00 AM,33054_20190830,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,33054_20190830_103149,94.0
2598 San Bruno Ave,San Francisco,97469.0,37.728927,,-122.404247,FAT BELI DELI,14155630049.0,94134,CA,2598 San Bruno Ave San Francisco 94134 CA,01/14/2019 12:00:00 AM,97469_20190114,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,97469_20190114_103102,84.0
1981 Sutter St,San Francisco,86588.0,37.786052333333295,,-122.432870666667,Pinot's Palette,14155278963.0,94115,CA,1981 Sutter St San Francisco 94115 CA,06/27/2019 12:00:00 AM,86588_20190627,Routine - Unscheduled,Low Risk,Improper or defective plumbing,86588_20190627_103150,94.0
606 Broadway St,San Francisco,2945.0,37.7979669,POINT (-122.407194 37.797868),-122.4072145,New Sun Hong Kong Restaurant,,94133,CA,606 Broadway St San Francisco 94133 CA,08/01/2018 12:00:00 AM,2945_20180801,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,2945_20180801_103119,86.0
350 PARNASSUS Ave,San Francisco,4841.0,37.7641224,POINT (-122.456159 37.764027),-122.456351,STARBUCKS COFFEE #9215,14155240256.0,94117,CA,350 PARNASSUS Ave San Francisco 94117 CA,01/03/2019 12:00:00 AM,4841_20190103,Routine - Unscheduled,,,,100.0
308 05th Ave,San Francisco,68998.0,0.0,POINT (-122.463274 37.7828),0.0,Cajun House,,94118,CA,308 05th Ave San Francisco 94118 CA,10/26/2018 12:00:00 AM,68998_20181026,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,68998_20181026_103154,94.0
1000 Stockton St,San Francisco,87604.0,37.795076,,-122.40799999999999,"S & M Ginseng, Inc.",,94108,CA,1000 Stockton St San Francisco 94108 CA,04/23/2019 12:00:00 AM,87604_20190423,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,87604_20190423_103119,94.0
3512 BALBOA St,San Francisco,68716.0,37.7758347142857,POINT (-122.496401 37.775818),-122.496511836735,The Sweet House,14155871388.0,94121,CA,3512 BALBOA St San Francisco 94121 CA,04/01/2019 12:00:00 AM,68716_20190401,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,68716_20190401_103145,96.0
801 Powell St,San Francisco,85938.0,37.78837670000001,,-122.40845049999999,Caffe Cento,14155775000.0,94109,CA,801 Powell St San Francisco 94109 CA,02/23/2018 12:00:00 AM,85938_20180223,Routine - Unscheduled,,,,100.0
800 Post St,San Francisco,21583.0,37.7876005,POINT (-122.415243 37.787448),-122.4152508,Cafe Royale,14159444099.0,94109,CA,800 Post St San Francisco 94109 CA,06/14/2018 12:00:00 AM,21583_20180614,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,21583_20180614_103124,96.0
550 D Gene Friend Way,San Francisco,65363.0,0.0,POINT (-122.368257 37.817451),0.0,Cafe Terzetto,,,CA,,06/27/2018 12:00:00 AM,65363_20180627,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,65363_20180627_103149,98.0
1395 Noriega St,San Francisco,85787.0,37.7540272,,-122.47848130000001,HD Rice Noodles,14155923570.0,94122,CA,1395 Noriega St San Francisco 94122 CA,04/30/2019 12:00:00 AM,85787_20190430,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,85787_20190430_103102,70.0
397 Arguello Blvd,San Francisco,81264.0,37.7834067,,-122.4592275,Arsicault Bakery,14158982739.0,94118,CA,397 Arguello Blvd San Francisco 94118 CA,07/22/2019 12:00:00 AM,81264_20190722,Routine - Unscheduled,,,,100.0
3033 24th St,San Francisco,98995.0,37.7527245,,-122.4124345,Vallarta's Taco Bar,,94110,CA,3033 24th St San Francisco 94110 CA,04/22/2019 12:00:00 AM,98995_20190422,Routine - Unscheduled,High Risk,Improper cooling methods,98995_20190422_103105,64.0
2414 San Bruno Ave,San Francisco,99738.0,37.732013375,,-122.40553249999999,GOLDEN STATE PIZZA AND GRILL,14155811770.0,94134,CA,2414 San Bruno Ave San Francisco 94134 CA,08/22/2019 12:00:00 AM,99738_20190822,Routine - Unscheduled,Moderate Risk,Employee eating or smoking,99738_20190822_103118,92.0
250 TARAVAL,San Francisco,6813.0,0.0,POINT (-122.468991 37.743378),0.0,SF WINE TRADING COMPANY,,94116,CA,250 TARAVAL San Francisco 94116 CA,05/22/2018 12:00:00 AM,6813_20180522,Routine - Unscheduled,Low Risk,Low risk vermin infestation,6813_20180522_103161,98.0
4028 24th St,San Francisco,69069.0,37.75148370000001,POINT (-122.432602 37.751418),-122.43262890000001,Easy Breezy,,94114,CA,4028 24th St San Francisco 94114 CA,07/29/2019 12:00:00 AM,69069_20190729,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,69069_20190729_103154,98.0
2245 Jones St,San Francisco,5903.0,37.80195575,POINT (-122.416254 37.801964),-122.416601289597,Yick Wo Elementary School,,94109,CA,2245 Jones St San Francisco 94109 CA,02/28/2019 12:00:00 AM,5903_20190228,Routine - Unscheduled,,,,100.0
648 04th St,San Francisco,5129.0,0.0,POINT (-122.39585 37.777702),0.0,LATTE EXPRESS,,94107,CA,648 04th St San Francisco 94107 CA,05/29/2019 12:00:00 AM,5129_20190529,Routine - Unscheduled,Low Risk,Unclean nonfood contact surfaces,5129_20190529_103142,90.0
846 Divisadero,San Francisco,14429.0,0.0,POINT (-122.438257 37.777488),0.0,Little Star Pizza,,94117,CA,846 Divisadero San Francisco 94117 CA,04/24/2018 12:00:00 AM,14429_20180424,Routine - Unscheduled,,,,100.0
248 Fillmore St,San Francisco,94189.0,37.7718402,,-122.4302903,Choux,,94117,CA,248 Fillmore St San Francisco 94117 CA,12/11/2018 12:00:00 AM,94189_20181211,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,94189_20181211_103149,98.0
5100 03rd St,San Francisco,62597.0,0.0,POINT (-122.391682 37.732443),0.0,J J Fish & Chicken,,94124,CA,5100 03rd St San Francisco 94124 CA,04/10/2019 12:00:00 AM,62597_20190410,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,62597_20190410_103124,90.0
455 Market St Ste 140,San Francisco,97844.0,0.0,,0.0,THE MELT,14155685755.0,94105,CA,455 Market St Ste 140 San Francisco 94105 CA,10/02/2019 12:00:00 AM,97844_20191002,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,97844_20191002_103119,85.0
1518 IRVING ST,San Francisco,100660.0,37.7638146,,-122.4743212,TEAPENTER,14155868318.0,94122-1909,CA,1518 IRVING ST San Francisco 94122-1909 CA,08/16/2019 12:00:00 AM,100660_20190816,Routine - Unscheduled,Low Risk,Improper or defective plumbing,100660_20190816_103150,98.0
3911 Judah St.,San Francisco,14303.0,37.762028799999996,POINT (-122.503939 37.760454),-122.4682384,Mango Medley,14155683228.0,94122,CA,3911 Judah St. San Francisco 94122 CA,06/21/2018 12:00:00 AM,14303_20180621,Routine - Unscheduled,Low Risk,Improper food storage,14303_20180621_103139,84.0
4101 JUDAH St,San Francisco,3228.0,37.7602883,POINT (-122.50609 37.760383),-122.50606540000001,THANH LONG RESTAURANT,14155257984.0,94122,CA,4101 JUDAH St San Francisco 94122 CA,06/19/2018 12:00:00 AM,3228_20180619,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,3228_20180619_103133,86.0
